"sector","year","scenario","region","pct_change"
"Industry",2032,"Warm/Wet","Guria",-1.3855
"Services",2032,"Warm/Wet","Guria",-0.4057
"Agriculture",2032,"Warm/Wet","Tbilisi",-1.4776
"Industry",2032,"Warm/Wet","Tbilisi",-0.7274
"Services",2032,"Warm/Wet","Tbilisi",-0.2194
"Agriculture",2032,"Warm/Wet","Imereti",-1.7573
"Industry",2032,"Warm/Wet","Imereti",-1.2121
"Services",2032,"Warm/Wet","Imereti",-0.2027
"Agriculture",2032,"Hot/Dry","Abkhazia",-2.4364
"Industry",2032,"Hot/Dry","Abkhazia",-1.153
"Services",2032,"Hot/Dry","Abkhazia",-0.329
"Agriculture",2032,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.9217
"Industry",2032,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.8044
"Services",2032,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.2583
"Agriculture",2032,"Hot/Dry","Shida Kartli",-0.878
"Industry",2032,"Hot/Dry","Shida Kartli",-0.3314
"Services",2032,"Hot/Dry","Shida Kartli",-0.081
"Agriculture",2032,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.8676
"Industry",2032,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.2646
"Services",2032,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.476
"Agriculture",2032,"Hot/Dry","Mtskheta-Mtianeti",-1.4339
"Industry",2032,"Hot/Dry","Mtskheta-Mtianeti",-0.8331
"Services",2032,"Hot/Dry","Mtskheta-Mtianeti",-0.1867
"Agriculture",2032,"Hot/Dry","Kakheti",-4.0881
"Industry",2032,"Hot/Dry","Kakheti",-1.7485
"Services",2032,"Hot/Dry","Kakheti",-0.6889
"Agriculture",2032,"Hot/Dry","Samtskhe-Javakheti",-0.3763
"Industry",2032,"Hot/Dry","Samtskhe-Javakheti",-0.1336
"Services",2032,"Hot/Dry","Samtskhe-Javakheti",-0.037
"Agriculture",2032,"Hot/Dry","Ajaria",-2.2475
"Industry",2032,"Hot/Dry","Ajaria",-0.5799
"Services",2032,"Hot/Dry","Ajaria",-0.194
"Agriculture",2032,"Hot/Dry","Kvemo Kartli",-1.5772
"Industry",2032,"Hot/Dry","Kvemo Kartli",-1.799
"Services",2032,"Hot/Dry","Kvemo Kartli",-0.5604
"Agriculture",2032,"Hot/Dry","Guria",-4.2131
"Industry",2032,"Hot/Dry","Guria",-1.9812
"Services",2032,"Hot/Dry","Guria",-0.6504
"Agriculture",2032,"Hot/Dry","Tbilisi",-3.1367
"Industry",2032,"Hot/Dry","Tbilisi",-1.829
"Services",2032,"Hot/Dry","Tbilisi",-0.7154
"Agriculture",2032,"Hot/Dry","Imereti",-3.1819
"Industry",2032,"Hot/Dry","Imereti",-2.4264
"Services",2032,"Hot/Dry","Imereti",-0.5782
"Agriculture",2032,"Median","Abkhazia",-1.8884
"Industry",2032,"Median","Abkhazia",-0.8666
"Services",2032,"Median","Abkhazia",-0.2342
"Agriculture",2032,"Median","Samegrelo-Zemo Svaneti",-3.7331
"Industry",2032,"Median","Samegrelo-Zemo Svaneti",-1.9563
"Services",2032,"Median","Samegrelo-Zemo Svaneti",-0.7715
"Agriculture",2032,"Median","Shida Kartli",-0.3452
"Industry",2032,"Median","Shida Kartli",-0.1121
"Services",2032,"Median","Shida Kartli",-0.0215
"Agriculture",2032,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.8071
"Industry",2032,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.4654
"Services",2032,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.2337
"Agriculture",2032,"Median","Mtskheta-Mtianeti",-0.683
"Industry",2032,"Median","Mtskheta-Mtianeti",-0.3929
"Services",2032,"Median","Mtskheta-Mtianeti",-0.0616
"Agriculture",2032,"Median","Kakheti",-2.5998
"Industry",2032,"Median","Kakheti",-1.0094
"Services",2032,"Median","Kakheti",-0.3575
"Agriculture",2032,"Median","Samtskhe-Javakheti",-0.1334
"Industry",2032,"Median","Samtskhe-Javakheti",-0.0436
"Services",2032,"Median","Samtskhe-Javakheti",-0.0107
"Agriculture",2032,"Median","Ajaria",-1.4943
"Industry",2032,"Median","Ajaria",-0.2895
"Services",2032,"Median","Ajaria",-0.0883
"Agriculture",2032,"Median","Kvemo Kartli",-0.8563
"Industry",2032,"Median","Kvemo Kartli",-0.9287
"Services",2032,"Median","Kvemo Kartli",-0.2384
"Agriculture",2032,"Median","Guria",-3.1937
"Industry",2032,"Median","Guria",-1.3963
"Services",2032,"Median","Guria",-0.4177
"Agriculture",2032,"Median","Tbilisi",-1.7724
"Industry",2032,"Median","Tbilisi",-0.9412
"Services",2032,"Median","Tbilisi",-0.3085
"Agriculture",2032,"Median","Imereti",-2.019
"Industry",2032,"Median","Imereti",-1.5639
"Services",2032,"Median","Imereti",-0.2849
"Agriculture",2033,"Warm/Wet","Abkhazia",-1.5111
"Industry",2033,"Warm/Wet","Abkhazia",-0.7347
"Services",2033,"Warm/Wet","Abkhazia",-0.1656
"Agriculture",2033,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.4014
"Industry",2033,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.7285
"Services",2033,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.6659
"Agriculture",2033,"Warm/Wet","Shida Kartli",-0.2003
"Industry",2033,"Warm/Wet","Shida Kartli",-0.0645
"Services",2033,"Warm/Wet","Shida Kartli",-0.011
"Agriculture",2033,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.3409
"Industry",2033,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.0753
"Services",2033,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1453
"Agriculture",2033,"Warm/Wet","Mtskheta-Mtianeti",-0.3636
"Industry",2033,"Warm/Wet","Mtskheta-Mtianeti",-0.2078
"Services",2033,"Warm/Wet","Mtskheta-Mtianeti",-0.0256
"Agriculture",2033,"Warm/Wet","Kakheti",-1.9004
"Industry",2033,"Warm/Wet","Kakheti",-0.5747
"Services",2033,"Warm/Wet","Kakheti",-0.1743
"Agriculture",2033,"Warm/Wet","Samtskhe-Javakheti",-0.07
"Industry",2033,"Warm/Wet","Samtskhe-Javakheti",-0.0208
"Services",2033,"Warm/Wet","Samtskhe-Javakheti",-0.0044
"Agriculture",2033,"Warm/Wet","Ajaria",-1.302
"Industry",2033,"Warm/Wet","Ajaria",-0.2696
"Services",2033,"Warm/Wet","Ajaria",-0.0809
"Agriculture",2033,"Warm/Wet","Kvemo Kartli",-0.4893
"Industry",2033,"Warm/Wet","Kvemo Kartli",-0.5397
"Services",2033,"Warm/Wet","Kvemo Kartli",-0.1178
"Agriculture",2033,"Warm/Wet","Guria",-3.0259
"Industry",2033,"Warm/Wet","Guria",-1.2492
"Services",2033,"Warm/Wet","Guria",-0.3656
"Agriculture",2033,"Warm/Wet","Tbilisi",-1.1165
"Industry",2033,"Warm/Wet","Tbilisi",-0.551
"Services",2033,"Warm/Wet","Tbilisi",-0.1581
"Agriculture",2033,"Warm/Wet","Imereti",-1.6715
"Industry",2033,"Warm/Wet","Imereti",-1.1781
"Services",2033,"Warm/Wet","Imereti",-0.1999
"Agriculture",2033,"Hot/Dry","Abkhazia",-3.417
"Industry",2033,"Hot/Dry","Abkhazia",-1.6156
"Services",2033,"Hot/Dry","Abkhazia",-0.5254
"Agriculture",2033,"Hot/Dry","Samegrelo-Zemo Svaneti",-6.0236
"Industry",2033,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.4802
"Services",2033,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.6021
"Agriculture",2033,"Hot/Dry","Shida Kartli",-1.2779
"Industry",2033,"Hot/Dry","Shida Kartli",-0.5026
"Services",2033,"Hot/Dry","Shida Kartli",-0.1409
"Agriculture",2033,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.5494
"Industry",2033,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.6732
"Services",2033,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.664
"Agriculture",2033,"Hot/Dry","Mtskheta-Mtianeti",-1.874
"Industry",2033,"Hot/Dry","Mtskheta-Mtianeti",-1.1452
"Services",2033,"Hot/Dry","Mtskheta-Mtianeti",-0.2729
"Agriculture",2033,"Hot/Dry","Kakheti",-4.6553
"Industry",2033,"Hot/Dry","Kakheti",-2.0724
"Services",2033,"Hot/Dry","Kakheti",-0.8247
"Agriculture",2033,"Hot/Dry","Samtskhe-Javakheti",-0.5591
"Industry",2033,"Hot/Dry","Samtskhe-Javakheti",-0.2106
"Services",2033,"Hot/Dry","Samtskhe-Javakheti",-0.0681
"Agriculture",2033,"Hot/Dry","Ajaria",-3.1051
"Industry",2033,"Hot/Dry","Ajaria",-0.9616
"Services",2033,"Hot/Dry","Ajaria",-0.3449
"Agriculture",2033,"Hot/Dry","Kvemo Kartli",-1.9149
"Industry",2033,"Hot/Dry","Kvemo Kartli",-2.2052
"Services",2033,"Hot/Dry","Kvemo Kartli",-0.7106
"Agriculture",2033,"Hot/Dry","Guria",-5.3517
"Industry",2033,"Hot/Dry","Guria",-2.6526
"Services",2033,"Hot/Dry","Guria",-0.9585
"Agriculture",2033,"Hot/Dry","Tbilisi",-3.7915
"Industry",2033,"Hot/Dry","Tbilisi",-2.2438
"Services",2033,"Hot/Dry","Tbilisi",-0.9022
"Agriculture",2033,"Hot/Dry","Imereti",-3.9592
"Industry",2033,"Hot/Dry","Imereti",-2.8797
"Services",2033,"Hot/Dry","Imereti",-0.7992
"Agriculture",2033,"Median","Abkhazia",-0.8661
"Industry",2033,"Median","Abkhazia",-0.4171
"Services",2033,"Median","Abkhazia",-0.0892
"Agriculture",2033,"Median","Samegrelo-Zemo Svaneti",-2.167
"Industry",2033,"Median","Samegrelo-Zemo Svaneti",-1.0461
"Services",2033,"Median","Samegrelo-Zemo Svaneti",-0.405
"Agriculture",2033,"Median","Shida Kartli",-0.3646
"Industry",2033,"Median","Shida Kartli",-0.1213
"Services",2033,"Median","Shida Kartli",-0.0273
"Agriculture",2033,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.2247
"Industry",2033,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.8372
"Services",2033,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.1531
"Agriculture",2033,"Median","Mtskheta-Mtianeti",-0.8005
"Industry",2033,"Median","Mtskheta-Mtianeti",-0.458
"Services",2033,"Median","Mtskheta-Mtianeti",-0.0951
"Agriculture",2033,"Median","Kakheti",-2.8001
"Industry",2033,"Median","Kakheti",-1.1211
"Services",2033,"Median","Kakheti",-0.4337
"Agriculture",2033,"Median","Samtskhe-Javakheti",-0.1142
"Industry",2033,"Median","Samtskhe-Javakheti",-0.0326
"Services",2033,"Median","Samtskhe-Javakheti",-0.0082
"Agriculture",2033,"Median","Ajaria",-0.7153
"Industry",2033,"Median","Ajaria",-0.0992
"Services",2033,"Median","Ajaria",-0.0289
"Agriculture",2033,"Median","Kvemo Kartli",-0.9717
"Industry",2033,"Median","Kvemo Kartli",-1.1055
"Services",2033,"Median","Kvemo Kartli",-0.3188
"Agriculture",2033,"Median","Guria",-1.8135
"Industry",2033,"Median","Guria",-0.7233
"Services",2033,"Median","Guria",-0.2011
"Agriculture",2033,"Median","Tbilisi",-2.0037
"Industry",2033,"Median","Tbilisi",-1.1218
"Services",2033,"Median","Tbilisi",-0.408
"Agriculture",2033,"Median","Imereti",-1.2903
"Industry",2033,"Median","Imereti",-0.8781
"Services",2033,"Median","Imereti",-0.1669
"Agriculture",2034,"Warm/Wet","Abkhazia",-1.2754
"Industry",2034,"Warm/Wet","Abkhazia",-0.5898
"Services",2034,"Warm/Wet","Abkhazia",-0.1302
"Agriculture",2034,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.2024
"Industry",2034,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.6086
"Services",2034,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.6113
"Agriculture",2034,"Warm/Wet","Shida Kartli",-0.186
"Industry",2034,"Warm/Wet","Shida Kartli",-0.0605
"Services",2034,"Warm/Wet","Shida Kartli",-0.0096
"Agriculture",2034,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.2033
"Industry",2034,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.0858
"Services",2034,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1325
"Agriculture",2034,"Warm/Wet","Mtskheta-Mtianeti",-0.3184
"Industry",2034,"Warm/Wet","Mtskheta-Mtianeti",-0.184
"Services",2034,"Warm/Wet","Mtskheta-Mtianeti",-0.0224
"Agriculture",2034,"Warm/Wet","Kakheti",-1.5011
"Industry",2034,"Warm/Wet","Kakheti",-0.492
"Services",2034,"Warm/Wet","Kakheti",-0.1388
"Agriculture",2034,"Warm/Wet","Samtskhe-Javakheti",-0.0588
"Industry",2034,"Warm/Wet","Samtskhe-Javakheti",-0.0188
"Services",2034,"Warm/Wet","Samtskhe-Javakheti",-0.004
"Agriculture",2034,"Warm/Wet","Ajaria",-1.181
"Industry",2034,"Warm/Wet","Ajaria",-0.2036
"Services",2034,"Warm/Wet","Ajaria",-0.0603
"Agriculture",2034,"Warm/Wet","Kvemo Kartli",-0.4546
"Industry",2034,"Warm/Wet","Kvemo Kartli",-0.465
"Services",2034,"Warm/Wet","Kvemo Kartli",-0.0982
"Agriculture",2034,"Warm/Wet","Guria",-2.8102
"Industry",2034,"Warm/Wet","Guria",-1.1905
"Services",2034,"Warm/Wet","Guria",-0.3414
"Agriculture",2034,"Warm/Wet","Tbilisi",-0.9842
"Industry",2034,"Warm/Wet","Tbilisi",-0.4716
"Services",2034,"Warm/Wet","Tbilisi",-0.1285
"Agriculture",2034,"Warm/Wet","Imereti",-1.4425
"Industry",2034,"Warm/Wet","Imereti",-1.1549
"Services",2034,"Warm/Wet","Imereti",-0.1598
"Agriculture",2034,"Hot/Dry","Abkhazia",-2.5139
"Industry",2034,"Hot/Dry","Abkhazia",-1.1984
"Services",2034,"Hot/Dry","Abkhazia",-0.3431
"Agriculture",2034,"Hot/Dry","Samegrelo-Zemo Svaneti",-5.0173
"Industry",2034,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.7649
"Services",2034,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.2301
"Agriculture",2034,"Hot/Dry","Shida Kartli",-0.7695
"Industry",2034,"Hot/Dry","Shida Kartli",-0.2885
"Services",2034,"Hot/Dry","Shida Kartli",-0.078
"Agriculture",2034,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.7158
"Industry",2034,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.0598
"Services",2034,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.4924
"Agriculture",2034,"Hot/Dry","Mtskheta-Mtianeti",-1.2243
"Industry",2034,"Hot/Dry","Mtskheta-Mtianeti",-0.7349
"Services",2034,"Hot/Dry","Mtskheta-Mtianeti",-0.1626
"Agriculture",2034,"Hot/Dry","Kakheti",-3.43
"Industry",2034,"Hot/Dry","Kakheti",-1.4795
"Services",2034,"Hot/Dry","Kakheti",-0.5732
"Agriculture",2034,"Hot/Dry","Samtskhe-Javakheti",-0.3139
"Industry",2034,"Hot/Dry","Samtskhe-Javakheti",-0.1264
"Services",2034,"Hot/Dry","Samtskhe-Javakheti",-0.038
"Agriculture",2034,"Hot/Dry","Ajaria",-2.2839
"Industry",2034,"Hot/Dry","Ajaria",-0.5768
"Services",2034,"Hot/Dry","Ajaria",-0.1959
"Agriculture",2034,"Hot/Dry","Kvemo Kartli",-1.2795
"Industry",2034,"Hot/Dry","Kvemo Kartli",-1.4794
"Services",2034,"Hot/Dry","Kvemo Kartli",-0.4478
"Agriculture",2034,"Hot/Dry","Guria",-4.6107
"Industry",2034,"Hot/Dry","Guria",-2.2029
"Services",2034,"Hot/Dry","Guria",-0.7539
"Agriculture",2034,"Hot/Dry","Tbilisi",-2.622
"Industry",2034,"Hot/Dry","Tbilisi",-1.5048
"Services",2034,"Hot/Dry","Tbilisi",-0.5735
"Agriculture",2034,"Hot/Dry","Imereti",-3.0242
"Industry",2034,"Hot/Dry","Imereti",-2.2144
"Services",2034,"Hot/Dry","Imereti",-0.5697
"Agriculture",2034,"Median","Abkhazia",-0.5694
"Industry",2034,"Median","Abkhazia",-0.2783
"Services",2034,"Median","Abkhazia",-0.0495
"Agriculture",2034,"Median","Samegrelo-Zemo Svaneti",-1.6509
"Industry",2034,"Median","Samegrelo-Zemo Svaneti",-0.7518
"Services",2034,"Median","Samegrelo-Zemo Svaneti",-0.2361
"Agriculture",2034,"Median","Shida Kartli",-0.1139
"Industry",2034,"Median","Shida Kartli",-0.0339
"Services",2034,"Median","Shida Kartli",-0.0054
"Agriculture",2034,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.9202
"Industry",2034,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.7162
"Services",2034,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.0993
"Agriculture",2034,"Median","Mtskheta-Mtianeti",-0.2555
"Industry",2034,"Median","Mtskheta-Mtianeti",-0.1235
"Services",2034,"Median","Mtskheta-Mtianeti",-0.0197
"Agriculture",2034,"Median","Kakheti",-1.2781
"Industry",2034,"Median","Kakheti",-0.4128
"Services",2034,"Median","Kakheti",-0.1188
"Agriculture",2034,"Median","Samtskhe-Javakheti",-0.0335
"Industry",2034,"Median","Samtskhe-Javakheti",-0.0089
"Services",2034,"Median","Samtskhe-Javakheti",-0.0017
"Agriculture",2034,"Median","Ajaria",-0.4968
"Industry",2034,"Median","Ajaria",-0.0712
"Services",2034,"Median","Ajaria",-0.0195
"Agriculture",2034,"Median","Kvemo Kartli",-0.3825
"Industry",2034,"Median","Kvemo Kartli",-0.3884
"Services",2034,"Median","Kvemo Kartli",-0.0838
"Agriculture",2034,"Median","Guria",-1.36
"Industry",2034,"Median","Guria",-0.4951
"Services",2034,"Median","Guria",-0.1198
"Agriculture",2034,"Median","Tbilisi",-0.8246
"Industry",2034,"Median","Tbilisi",-0.3925
"Services",2034,"Median","Tbilisi",-0.1077
"Agriculture",2034,"Median","Imereti",-0.8802
"Industry",2034,"Median","Imereti",-0.7343
"Services",2034,"Median","Imereti",-0.0953
"Agriculture",2035,"Warm/Wet","Abkhazia",-1.5263
"Industry",2035,"Warm/Wet","Abkhazia",-0.7074
"Services",2035,"Warm/Wet","Abkhazia",-0.1609
"Agriculture",2035,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.6132
"Industry",2035,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.8747
"Services",2035,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.7678
"Agriculture",2035,"Warm/Wet","Shida Kartli",-0.3514
"Industry",2035,"Warm/Wet","Shida Kartli",-0.1212
"Services",2035,"Warm/Wet","Shida Kartli",-0.0224
"Agriculture",2035,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.7534
"Industry",2035,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.5119
"Services",2035,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.2248
"Agriculture",2035,"Warm/Wet","Mtskheta-Mtianeti",-0.6022
"Industry",2035,"Warm/Wet","Mtskheta-Mtianeti",-0.3271
"Services",2035,"Warm/Wet","Mtskheta-Mtianeti",-0.0513
"Agriculture",2035,"Warm/Wet","Kakheti",-2.6977
"Industry",2035,"Warm/Wet","Kakheti",-0.9437
"Services",2035,"Warm/Wet","Kakheti",-0.3107
"Agriculture",2035,"Warm/Wet","Samtskhe-Javakheti",-0.1421
"Industry",2035,"Warm/Wet","Samtskhe-Javakheti",-0.046
"Services",2035,"Warm/Wet","Samtskhe-Javakheti",-0.0113
"Agriculture",2035,"Warm/Wet","Ajaria",-1.4601
"Industry",2035,"Warm/Wet","Ajaria",-0.2898
"Services",2035,"Warm/Wet","Ajaria",-0.0842
"Agriculture",2035,"Warm/Wet","Kvemo Kartli",-0.821
"Industry",2035,"Warm/Wet","Kvemo Kartli",-0.8615
"Services",2035,"Warm/Wet","Kvemo Kartli",-0.2084
"Agriculture",2035,"Warm/Wet","Guria",-3.1371
"Industry",2035,"Warm/Wet","Guria",-1.3396
"Services",2035,"Warm/Wet","Guria",-0.3982
"Agriculture",2035,"Warm/Wet","Tbilisi",-1.7099
"Industry",2035,"Warm/Wet","Tbilisi",-0.8724
"Services",2035,"Warm/Wet","Tbilisi",-0.2706
"Agriculture",2035,"Warm/Wet","Imereti",-2.0548
"Industry",2035,"Warm/Wet","Imereti",-1.6179
"Services",2035,"Warm/Wet","Imereti",-0.2825
"Agriculture",2035,"Hot/Dry","Abkhazia",-1.9675
"Industry",2035,"Hot/Dry","Abkhazia",-0.9069
"Services",2035,"Hot/Dry","Abkhazia",-0.2313
"Agriculture",2035,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.4491
"Industry",2035,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.4347
"Services",2035,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.0442
"Agriculture",2035,"Hot/Dry","Shida Kartli",-0.4572
"Industry",2035,"Hot/Dry","Shida Kartli",-0.1556
"Services",2035,"Hot/Dry","Shida Kartli",-0.0307
"Agriculture",2035,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.1226
"Industry",2035,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-1.8051
"Services",2035,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.2905
"Agriculture",2035,"Hot/Dry","Mtskheta-Mtianeti",-0.8891
"Industry",2035,"Hot/Dry","Mtskheta-Mtianeti",-0.4946
"Services",2035,"Hot/Dry","Mtskheta-Mtianeti",-0.0925
"Agriculture",2035,"Hot/Dry","Kakheti",-3.3935
"Industry",2035,"Hot/Dry","Kakheti",-1.2959
"Services",2035,"Hot/Dry","Kakheti",-0.4734
"Agriculture",2035,"Hot/Dry","Samtskhe-Javakheti",-0.2
"Industry",2035,"Hot/Dry","Samtskhe-Javakheti",-0.06
"Services",2035,"Hot/Dry","Samtskhe-Javakheti",-0.0144
"Agriculture",2035,"Hot/Dry","Ajaria",-1.9194
"Industry",2035,"Hot/Dry","Ajaria",-0.4113
"Services",2035,"Hot/Dry","Ajaria",-0.1267
"Agriculture",2035,"Hot/Dry","Kvemo Kartli",-1.1438
"Industry",2035,"Hot/Dry","Kvemo Kartli",-1.2981
"Services",2035,"Hot/Dry","Kvemo Kartli",-0.3533
"Agriculture",2035,"Hot/Dry","Guria",-3.7847
"Industry",2035,"Hot/Dry","Guria",-1.6735
"Services",2035,"Hot/Dry","Guria",-0.5069
"Agriculture",2035,"Hot/Dry","Tbilisi",-2.3881
"Industry",2035,"Hot/Dry","Tbilisi",-1.3206
"Services",2035,"Hot/Dry","Tbilisi",-0.4571
"Agriculture",2035,"Hot/Dry","Imereti",-2.3898
"Industry",2035,"Hot/Dry","Imereti",-1.919
"Services",2035,"Hot/Dry","Imereti",-0.3355
"Agriculture",2035,"Median","Abkhazia",-0.7022
"Industry",2035,"Median","Abkhazia",-0.348
"Services",2035,"Median","Abkhazia",-0.0705
"Agriculture",2035,"Median","Samegrelo-Zemo Svaneti",-1.8503
"Industry",2035,"Median","Samegrelo-Zemo Svaneti",-0.858
"Services",2035,"Median","Samegrelo-Zemo Svaneti",-0.3008
"Agriculture",2035,"Median","Shida Kartli",-0.1879
"Industry",2035,"Median","Shida Kartli",-0.061
"Services",2035,"Median","Shida Kartli",-0.0116
"Agriculture",2035,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.8814
"Industry",2035,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.7819
"Services",2035,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.0952
"Agriculture",2035,"Median","Mtskheta-Mtianeti",-0.345
"Industry",2035,"Median","Mtskheta-Mtianeti",-0.1841
"Services",2035,"Median","Mtskheta-Mtianeti",-0.0277
"Agriculture",2035,"Median","Kakheti",-1.2933
"Industry",2035,"Median","Kakheti",-0.4632
"Services",2035,"Median","Kakheti",-0.1332
"Agriculture",2035,"Median","Samtskhe-Javakheti",-0.0718
"Industry",2035,"Median","Samtskhe-Javakheti",-0.0205
"Services",2035,"Median","Samtskhe-Javakheti",-0.0043
"Agriculture",2035,"Median","Ajaria",-0.6207
"Industry",2035,"Median","Ajaria",-0.0843
"Services",2035,"Median","Ajaria",-0.0233
"Agriculture",2035,"Median","Kvemo Kartli",-0.477
"Industry",2035,"Median","Kvemo Kartli",-0.5177
"Services",2035,"Median","Kvemo Kartli",-0.1191
"Agriculture",2035,"Median","Guria",-1.6783
"Industry",2035,"Median","Guria",-0.6693
"Services",2035,"Median","Guria",-0.1828
"Agriculture",2035,"Median","Tbilisi",-1.0403
"Industry",2035,"Median","Tbilisi",-0.5259
"Services",2035,"Median","Tbilisi",-0.1564
"Agriculture",2035,"Median","Imereti",-1.024
"Industry",2035,"Median","Imereti",-0.8296
"Services",2035,"Median","Imereti",-0.1238
"Agriculture",2036,"Warm/Wet","Abkhazia",-1.3094
"Industry",2036,"Warm/Wet","Abkhazia",-0.5856
"Services",2036,"Warm/Wet","Abkhazia",-0.1342
"Agriculture",2036,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.9935
"Industry",2036,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.4835
"Services",2036,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.5395
"Agriculture",2036,"Warm/Wet","Shida Kartli",-0.1795
"Industry",2036,"Warm/Wet","Shida Kartli",-0.0576
"Services",2036,"Warm/Wet","Shida Kartli",-0.0094
"Agriculture",2036,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.284
"Industry",2036,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.0032
"Services",2036,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1443
"Agriculture",2036,"Warm/Wet","Mtskheta-Mtianeti",-0.3143
"Industry",2036,"Warm/Wet","Mtskheta-Mtianeti",-0.1622
"Services",2036,"Warm/Wet","Mtskheta-Mtianeti",-0.0225
"Agriculture",2036,"Warm/Wet","Kakheti",-1.2655
"Industry",2036,"Warm/Wet","Kakheti",-0.4347
"Services",2036,"Warm/Wet","Kakheti",-0.1188
"Agriculture",2036,"Warm/Wet","Samtskhe-Javakheti",-0.0709
"Industry",2036,"Warm/Wet","Samtskhe-Javakheti",-0.0258
"Services",2036,"Warm/Wet","Samtskhe-Javakheti",-0.0049
"Agriculture",2036,"Warm/Wet","Ajaria",-1.1994
"Industry",2036,"Warm/Wet","Ajaria",-0.2077
"Services",2036,"Warm/Wet","Ajaria",-0.061
"Agriculture",2036,"Warm/Wet","Kvemo Kartli",-0.4164
"Industry",2036,"Warm/Wet","Kvemo Kartli",-0.4666
"Services",2036,"Warm/Wet","Kvemo Kartli",-0.1024
"Agriculture",2036,"Warm/Wet","Guria",-2.6289
"Industry",2036,"Warm/Wet","Guria",-1.0943
"Services",2036,"Warm/Wet","Guria",-0.3179
"Agriculture",2036,"Warm/Wet","Tbilisi",-0.9351
"Industry",2036,"Warm/Wet","Tbilisi",-0.4744
"Services",2036,"Warm/Wet","Tbilisi",-0.137
"Agriculture",2036,"Warm/Wet","Imereti",-1.5354
"Industry",2036,"Warm/Wet","Imereti",-1.0805
"Services",2036,"Warm/Wet","Imereti",-0.1769
"Agriculture",2036,"Hot/Dry","Abkhazia",-2.7427
"Industry",2036,"Hot/Dry","Abkhazia",-1.2059
"Services",2036,"Hot/Dry","Abkhazia",-0.3377
